,,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30,2021-12-31,2020-12-31,2019-12-31
INC,Income Available to Com Excl ExtraOrd,-31214000.0,-35971000.0,-37643000.0,-118728000.0,-35476000.0,-49231000.0,-22283000.0,-6317000.0
INC,Income Available to Com Incl ExtraOrd,-31214000.0,-35971000.0,-37643000.0,-118728000.0,-35476000.0,-49231000.0,-22283000.0,-6317000.0
INC,Diluted Net Income,-31214000.0,-35971000.0,-37643000.0,-118728000.0,-35476000.0,-49231000.0,-22283000.0,-6317000.0
INC,Diluted Weighted Average Shares,124511490.0,123748520.0,123257530.0,122963550.0,122674020.0,120886530.0,118310130.0,118310130.0
INC,Diluted EPS Excluding ExtraOrd Items,-250690.0,-290680.0,-305400.0,-965550.0,-289190.0,-407250.0,-188340.0,-53390.0
INC,DPS - Common Stock Primary Issue,0.0,0.0,0.0,,0.0,,,
INC,Diluted Normalized EPS,-250690.0,-290680.0,-305400.0,-965550.0,-289190.0,-379640.0,-188340.0,-53390.0
CAS,Net Income/Starting Line,-119074000.0,-85491000.0,-42768000.0,-140635000.0,-92215000.0,-56191000.0,-24379000.0,-8044000.0
CAS,Depreciation/Depletion,7666000.0,4464000.0,1964000.0,4839000.0,3344000.0,2280000.0,1042000.0,555000.0
CAS,Amortization,3499000.0,2326000.0,1171000.0,4645000.0,3462000.0,1903000.0,23000.0,19000.0
CAS,Non-Cash Items,6060000.0,7429000.0,4938000.0,-7559000.0,-12632000.0,6696000.0,2250000.0,-95000.0
CAS,Cash Taxes Paid,-6880000.0,-7015000.0,-7015000.0,-3172000.0,-3172000.0,-309000.0,-3214000.0,-114000.0
CAS,Cash Interest Paid,11000.0,9000.0,4000.0,29000.0,23000.0,19000.0,0.0,0.0
CAS,Changes in Working Capital,-16981000.0,-13397000.0,-8693000.0,78195000.0,84566000.0,38609000.0,-369000.0,14590000.0
CAS,Cash from Operating Activities,-118830000.0,-84669000.0,-43388000.0,-60515000.0,-13475000.0,-6703000.0,-21433000.0,7025000.0
CAS,Capital Expenditures,-23391000.0,-19374000.0,-12773000.0,-22439000.0,-16601000.0,-7106000.0,-2367000.0,-1699000.0
CAS,"Other Investing Cash Flow Items, Total",-149716000.0,-48273000.0,-150623000.0,-100242000.0,-100242000.0,-19460000.0,-1378000.0,0.0
CAS,Cash from Investing Activities,-173107000.0,-67647000.0,-163396000.0,-122681000.0,-116843000.0,-26566000.0,-3745000.0,-1699000.0
CAS,Financing Cash Flow Items,-121000.0,-121000.0,0.0,-2282000.0,-2283000.0,,,
CAS,"Issuance (Retirement) of Stock, Net",27000.0,16000.0,7000.0,24000.0,23000.0,533830000.0,56781000.0,16000.0
CAS,"Issuance (Retirement) of Debt, Net",-2428000.0,-1498000.0,-737000.0,-1740000.0,-1174000.0,-881000.0,-470000.0,-162000.0
CAS,Cash from Financing Activities,-2522000.0,-1603000.0,-730000.0,-3998000.0,-3434000.0,532949000.0,56311000.0,-146000.0
CAS,Foreign Exchange Effects,-835000.0,-2440000.0,-1655000.0,29598000.0,32018000.0,-91000.0,-3000.0,-4000.0
CAS,Net Change in Cash,-295294000.0,-156359000.0,-209169000.0,-157596000.0,-101734000.0,499589000.0,31130000.0,5176000.0
